comment_id,post_id,sentiment,sentiment_score
c_158773308594961492,a9njMgD,negative,-1
c_158773309771176565,a7Wvbrz,neutral,0
c_158773310566265026,a2WEmVO,negative,-1
c_158773312958444278,aBm9rqz,neutral,0
c_158773314940184188,aR76AjG,neutral,0
c_158773319823425406,azm7VDj,positive,1
c_158773320916618834,a7Wvbrz,negative,-1
c_158773320989864754,aZyqP50,positive,1
c_158773323222051186,azm7VZZ,neutral,0
c_158773325563009351,aBm9rwZ,positive,1
c_158773325694778986,aNgmZ0v,negative,-1
c_158773329258197495,a0NvYMX,neutral,0
c_158773341989963114,aEPdzoO,neutral,0
c_158773343917193650,aNgmZ0v,positive,1
c_158773344873309102,aoPmjY0,negative,-1
c_158773344946921207,awBNxO1,positive,1
c_158773345025609721,a2WEPKe,neutral,0
c_158773345543245581,aK74qzQ,positive,1
c_158773346578794773,awBNxO1,positive,1
c_158773348242209122,aD4RmXZ,positive,1
c_158773348598967243,a2WEPKe,neutral,0
c_158773349820653544,aQd64oe,positive,1
c_158773353158451176,a0NvYMX,neutral,0
c_158773353716245020,awBNxO1,neutral,0
c_158773354915751493,aD4RmXZ,neutral,0
c_158773355192267931,awBNxO1,negative,-1
c_158773356428631031,aYyjwzV,neutral,0
c_158773356779076411,azm7VDj,negative,-1
c_158773364418845935,aK74qzQ,negative,-1
c_158773367783912320,aQd64oe,neutral,0
c_158773367968922889,a0NvYMX,neutral,0
c_158773373649383180,aZ799X3,neutral,0
c_158773375544754688,aK74qzQ,neutral,0
c_158773375972582554,aZ799X3,neutral,0
c_158773376155722848,aNgmZ0v,neutral,0
c_158773378485213366,a7WvyBm,neutral,0
c_158773382190767227,aO7obpr,neutral,0
c_158773385526414245,azm7EdZ,negative,-1
c_158773385860317358,a2WEqnZ,neutral,0
c_158773393588296200,awBNxO1,neutral,0
c_158773396650816061,azm7VDj,negative,-1
c_158773398673186363,aQd64oe,neutral,0
c_158773398706026367,avz2PXX,neutral,0
c_158773400949844307,a7Wvbrz,neutral,0
c_158773403455868651,ao5BrKX,neutral,0
c_158773404999111492,awBNxO1,positive,1
c_158773405540526728,aO7obpr,neutral,0
c_158773406352192111,aNgmZ0v,positive,1
c_158773409013702183,aYyjbQq,negative,-1
c_158773410374397118,aGdKwyn,negative,-1
c_158773410591736373,an4eKEq,positive,1
c_158773412022531093,awBNxO1,positive,1
c_158773414853305598,a2WEmVO,negative,-1
c_158773416317117292,aQd64oe,neutral,0
c_158773417909343957,aO7obpr,positive,1
c_158773418020011682,azm7EdZ,positive,1
c_158773422694662443,aoPmjY0,negative,-1
c_158773423257945685,aR76AjG,positive,1
c_158773423832904764,avz2PXX,neutral,0
c_158773424096305437,aZyqbbX,neutral,0
c_158773427467268721,aR76AjG,negative,-1
c_158773431949409809,aO7obpr,positive,1
c_158773435483502823,aO7oVP3,positive,1
c_158773436136014373,aj9QQ2G,positive,1
c_158773436229576492,a2WEqnZ,negative,-1
c_158773436868118251,a85rP0p,negative,-1
c_158773437017197644,aO7oVP3,neutral,0
c_158773439005365580,a0NvYMX,negative,-1
c_158773439198046309,a2RQQ8d,negative,-1
c_158773440032214859,adVyNWB,positive,1
c_158773444010301602,awBNxO1,neutral,0
c_158773446193022882,aR76AjG,negative,-1
c_158773446334273819,aP764ow,neutral,0
c_158773446711488952,a6KrLYe,neutral,0
c_158773449301896558,awBNxO1,positive,1
c_158773450315593278,awBNxO1,positive,1
c_158773452760344536,aO7oVP3,neutral,0
c_158773453023107230,avz2LgO,negative,-1
c_158773453740732492,awBNxO1,positive,1
c_158773455185859393,a2WEqnZ,neutral,0
c_158773458717169669,aR76AjG,neutral,0
c_158773458804919201,awBNxO1,positive,1
c_158773459505891820,aO7oVP3,negative,-1
c_158773466824224209,aO7obpr,positive,1
c_158773468337586471,a1WpeNP,neutral,0
c_158773468834336193,a6KrLYe,neutral,0
c_158773470393759368,azm7EdZ,neutral,0
c_158773470971395683,an4eBOL,neutral,0
c_158773473192621042,aXgZX9D,positive,1
c_158773473363883232,a1WpeNP,negative,-1
c_158773473600541991,a0NvYMX,neutral,0
c_158773474231358478,awBNxO1,negative,-1
c_158773474324107410,aBm9rqz,neutral,0
c_158773474672299778,aBm9rqz,positive,1
c_158773475248444143,awBNxO1,neutral,0
c_158773477621435712,azm7VZZ,neutral,0
c_158773478260258144,awBNxO1,positive,1
c_158773478388811989,awBNxO1,positive,1
c_158773485122057204,aO7oVP3,neutral,0
c_158773485963209304,awBNxO1,positive,1
c_158773489688285892,awBNxO1,positive,1
c_158773490590956040,a5WpeYy,neutral,0
c_158773491496284152,awBNxO1,positive,1
c_158773491538695950,a1WpZWP,positive,1
c_158773493799978205,aP76GBq,positive,1
c_158773496451249851,aK74qzQ,negative,-1
c_158773500436815395,an4eKEq,neutral,0
c_158773501384472445,awBNxO1,positive,1
c_158773503595264883,a0RmmjZ,neutral,0
c_158773506126838289,awBNxO1,neutral,0
c_158773508090009174,a1WpeNP,positive,1
c_158773512645675397,awBNxO1,negative,-1
c_158773513501735276,aD4R0YO,neutral,0
c_158773514909023254,avz2PXX,neutral,0
c_158773515063066555,aWxB066,neutral,0
c_158773516096093895,avz2LgO,negative,-1
c_158773517579165982,aQd64zK,positive,1
c_158773518018439022,aBm9rqz,positive,1
c_158773518392174431,a7Wvbrz,neutral,0
c_158773519185946639,aWxB066,neutral,0
c_158773520162007030,aBm9rqz,positive,1
c_158773521759058140,aQd6nZK,positive,1
c_158773522589835483,aQd64zK,negative,-1
c_158773523993196287,aWxB6dK,negative,-1
c_158773525507355313,aQd64zK,negative,-1
c_158773527650822365,aO7oVP3,neutral,0
c_158773528213374069,aD4RmXZ,neutral,0
c_158773528466408568,adVyjPM,negative,-1
c_158773530885093846,avz2LgO,positive,1
c_158773531821262804,awBNxO1,positive,1
c_158773533110439478,aO7oVP3,neutral,0
c_158773540267033810,awBNxO1,positive,1
c_158773540500249280,avz2PXX,positive,1
c_158773540521266093,a2WEYQY,negative,-1
c_158773542608145944,aj9QQ2G,neutral,0
c_158773552572407272,aXgZX9D,positive,1
c_158773553217129452,aP764ow,negative,-1
c_158773555811222375,aoPmjY0,positive,1
c_158773556954452531,ao5BrKX,negative,-1
c_158773565782085827,aXgZX9D,positive,1
c_158773567732345869,avz2PXX,positive,1
c_158773568048941643,aWxBBvq,negative,-1
c_158773568783328846,awBNxO1,neutral,0
c_158773569736436564,aP764ow,neutral,0
c_158773570197227309,a7Wvbrz,negative,-1
c_158773577799462618,a6KrLYe,positive,1
c_158773578128699984,aK74qzQ,negative,-1
c_158773578764797672,awBNxO1,positive,1
c_158773579426402652,a5WpeYy,neutral,0
c_158773581976122603,an4eKEq,neutral,0
c_158773582954211707,adVyjPM,negative,-1
c_158773589015545100,aO7obpr,neutral,0
c_158773589109397213,adVyjPM,neutral,0
c_158773590725027340,aoPmjY0,neutral,0
c_158773593237853642,aBm9rqz,neutral,0
c_158773593737271407,awBNxO1,negative,-1
c_158773594041903528,aVwjz9w,neutral,0
c_158773598086128301,aQd64zK,negative,-1
c_158773599491419934,avz2PXX,neutral,0
c_158773599711511332,aBm9rwZ,neutral,0
c_158773603049319614,aNgmZ0v,negative,-1
c_158773605299793882,aroP6B5,negative,-1
c_158773605870566372,aR76AjG,neutral,0
c_158773608169226962,aQd64zK,neutral,0
c_158773609823689636,aVwjz9w,neutral,0
c_158773610999276237,aD4RmXZ,negative,-1
c_158773611482494623,aj9Qr2g,neutral,0
c_158773616473309420,aQd6nZK,neutral,0
c_158773616660397168,awBNxO1,positive,1
c_158773618076353343,a7WvyBm,neutral,0
c_158773618138413037,a0RmAKX,negative,-1
c_158773621353128730,aQd64oe,neutral,0
c_158773624829441164,aj9QQ2G,negative,-1
c_158773633773696182,awBNxO1,neutral,0
c_158773635147327299,a8GdbLp,neutral,0
c_158773637509196349,aQd64zK,negative,-1
c_158773638804531006,aj9QQ2G,neutral,0
c_158773641216101005,aoPmjY0,neutral,0
c_158773644713777779,aWxB6dK,positive,1
c_158773648255637763,ayoyg4V,neutral,0
c_158773651266513822,aWxBBvq,neutral,0
c_158773653589558947,aWxB066,neutral,0
c_158773658081192666,aWxBBvq,neutral,0
c_158773662027171496,aWxB6dK,neutral,0
c_158773662323722638,aoPmjY0,positive,1
c_158773663725825871,aj9QQ2G,neutral,0
c_158773667920728900,adVyjPM,neutral,0
c_158773668497826474,aP76GBq,positive,1
c_158773671585794306,aBm9rqz,negative,-1
c_158773672328545833,ao5BbNX,neutral,0
c_158773678720687714,aBm9rqz,negative,-1
c_158773681574824460,avz2LgO,neutral,0
c_158773684419768085,a5WpeYy,negative,-1
c_158773686296491157,aNgmZ0v,neutral,0
c_158773687143433868,aWxB066,positive,1
c_158773687910539467,awBNxO1,positive,1
c_158773690645686565,aQd64oe,neutral,0
c_158773691071263320,avz2LgO,neutral,0
c_158773692114006552,aK74qzQ,neutral,0
c_158773693723002724,aD4RGzx,neutral,0
c_158773694723406642,adVyjPM,positive,1
c_158773695871784063,avz2PXX,neutral,0
c_158773695960264829,a0NvYMX,negative,-1
c_158773701240394661,an4eKEq,positive,1
c_158773703753873348,a3wvPEe,neutral,0
c_158773705688706727,awBNxO1,negative,-1
c_158773706768712287,aXgZX9D,neutral,0
c_158773709692104325,awBNxO1,positive,1
c_158773710538067851,awBNxO1,negative,-1
c_158773714393646632,avz2PXX,positive,1
c_158773715399174877,adVyjPM,positive,1
c_158773716225156881,awBNxO1,positive,1
c_158773722456048729,aO7oVP3,positive,1
c_158773726382684374,an4eBOL,neutral,0
c_158773726465988448,aR76AjG,neutral,0
c_158773727967556291,aBm9rqz,negative,-1
c_158773728716719963,aO7oVP3,neutral,0
c_158773730649133885,avz2PXX,neutral,0
c_158773738215371092,azm7VZZ,neutral,0
c_158773738792762468,awBNxO1,positive,1
c_158773740031387657,awBNxO1,negative,-1
c_158773740126538398,a2RQQ8d,negative,-1
c_158773740132817710,aK74qzQ,negative,-1
c_158773744743142292,aK74qzQ,positive,1
c_158773745120044430,aWxB6dK,neutral,0
c_158773749557833673,awBNxO1,positive,1
c_158773752741705747,ax9EZzW,positive,1
c_158773754273506092,awBNxO1,negative,-1
c_158773755253784465,awBNxO1,positive,1
c_158773755563306210,adVyjPM,negative,-1
c_158773755930007441,awBNxO1,positive,1
c_158773759596081759,awBNxO1,positive,1
c_158773759887974418,aEPdzoO,neutral,0
c_158773762531837156,awBNxO1,negative,-1
c_158773763594473356,aO7oVP3,positive,1
c_158773770701182809,aWxB066,neutral,0
c_158773773665666019,a8GdWoY,negative,-1
c_158773775271462544,aj9Qr2g,neutral,0
c_158773775757299760,aBm9rwZ,negative,-1
c_158773775859659989,a7Wvbrz,neutral,0
c_158773776589843238,awBNxO1,neutral,0
c_158773777391683638,aEPdzoO,neutral,0
c_158773779275139008,a3wvPEe,neutral,0
c_158773781089415390,a7Wvbrz,positive,1
c_158773787145258648,aD4RmXZ,negative,-1
c_158773791922929181,aV0GGOP,positive,1
c_158773795680994086,amvqqbX,negative,-1
c_158773796147034780,a2WEPKe,negative,-1
c_158773801511017429,an4eKEq,negative,-1
c_158773807270281692,aeDK09W,neutral,0
c_158773813014287968,aWxB6dK,negative,-1
c_158773816856494697,aoPmjY0,neutral,0
c_158773818097168010,an4eKEq,neutral,0
c_158773819207823151,aBm9rqz,neutral,0
c_158773822069594957,aYyjbQq,negative,-1
c_158773826122251618,adVyNWB,positive,1
c_158773828765814259,aR76AjG,positive,1
c_158773829062426255,a0NvYMX,negative,-1
c_158773829612098503,an4eKEq,neutral,0
c_158773835238776847,aR76AjG,negative,-1
c_158773835253657732,aQd64zK,negative,-1
c_158773836635938388,aQd6nZK,negative,-1
c_158773837494522590,azm7EdZ,negative,-1
c_158773839796636315,aj9Qr2g,neutral,0
c_158773841134038718,avz2PXX,neutral,0
c_158773844877664063,aXgZX9D,neutral,0
c_158773848033605764,aD4RGzx,negative,-1
c_158773848487965041,awBNxO1,negative,-1
c_158773849470537233,awBNxO1,positive,1
c_158773853308066482,aD4RGzx,neutral,0
c_158773856867331159,aWxB066,negative,-1
c_158773857878589306,a85rrZe,neutral,0
c_158773858229412933,aWxBBvq,neutral,0
c_158773858947923421,aoPmjY0,negative,-1
c_158773860708793062,aR76AjG,negative,-1
c_158773864798904205,aQd6nZK,negative,-1
c_158773869358803756,aYyjwzV,neutral,0
c_158773872746232880,aP76GBq,negative,-1
c_158773874391301179,aQd64oe,neutral,0
c_158773875274885969,a6KrLYe,neutral,0
c_158773875580374831,aZyqbbX,negative,-1
c_158773875620856233,aQd64zK,neutral,0
c_158773878018912811,adVyjPM,neutral,0
c_158773878682719597,amvqqbX,negative,-1
c_158773880835488688,a8Gd40V,neutral,0
c_158773880989297206,aD4RGzx,negative,-1
c_158773884727903646,am5DjQj,negative,-1
c_158773886447148113,aO7oVP3,neutral,0
c_158773891238878548,a8Gd40V,neutral,0
c_158773891864327426,aO7obpr,neutral,0
c_158773892021239578,a2WEmVO,negative,-1
c_158773892841594907,a8Gd40V,neutral,0
c_158773894515334573,adVyjPM,neutral,0
c_158773894725034845,a2WEmVO,neutral,0
c_158773902888891677,awBNxO1,positive,1
c_158773908165324479,azm7VDj,neutral,0
c_158773909916322497,a8Gd40V,neutral,0
c_158773910133676926,a8Gd40V,neutral,0
c_158773910988981032,avz2PXX,neutral,0
c_158773911736762411,aEPdzoO,neutral,0
c_158773911920661021,avz2PXX,positive,1
c_158773913604956941,a85rrZe,positive,1
c_158773915545815496,aj9QQ2G,positive,1
c_158773916711213360,a8Gd40V,neutral,0
c_158773926714439824,a2WEmVO,neutral,0
c_158773927012537098,aXgZX9D,neutral,0
c_158773929274169434,awBNxO1,positive,1
c_158773930000727109,azm7VDj,positive,1
c_158773934066759586,adVyYKV,neutral,0
c_158773940046828806,aWxB6dK,negative,-1
c_158773940296609913,an4eKEq,negative,-1
c_158773940566529093,ae5XovO,negative,-1
c_158773944177462283,a0NvYMX,neutral,0
c_158773945116072424,awBNxO1,negative,-1
c_158773947391297353,a8Gd40V,negative,-1
c_158773947701751916,adVyjPM,positive,1
c_158773948111887549,aEPdzoO,negative,-1
c_158773949982813121,aNgmZ0v,negative,-1
c_158773953222645088,azm7EdZ,negative,-1
c_158773955047747874,aXgZX9D,positive,1
c_158773955977176093,azm7VZZ,negative,-1
c_158773956558766551,awBNxO1,positive,1
c_158773958288199293,aD4RGzx,negative,-1
c_158773961616361795,ayoyg4V,negative,-1
c_158773965555224798,a3wvPEe,neutral,0
c_158773965613154668,aD4RGzx,positive,1
c_158773966420174825,aXgZX9D,neutral,0
c_158773969112606482,a8Gd40V,negative,-1
c_158773969116235202,aO7ovPE,neutral,0
c_158773970411913872,ayoyg4V,negative,-1
c_158773973536586284,aD4RmXZ,positive,1
c_158773974593858484,aO7obpr,negative,-1
c_158773977382888037,a2WEqnZ,positive,1
c_158773977898844908,aNgmZ0v,neutral,0
c_158773978639128853,an4eKEq,negative,-1
c_158773980351464918,aNgmZ0v,neutral,0
c_158773983335789166,aeDK09W,negative,-1
c_158773984450051029,a7Wvbrz,neutral,0
c_158773985236991036,aGdKwyn,negative,-1
c_158773990584639645,adVyjPM,positive,1
c_158773993794785570,aEPdzoO,neutral,0
c_158773998374979978,aO7oVP3,neutral,0
c_158774001571778710,aWxB6dK,negative,-1
c_158774003152439728,awBNxO1,positive,1
c_158774003391884338,aO7ovPE,positive,1
c_158774004889314046,a2WEmVO,neutral,0
c_158774007065304716,aD4RGzx,positive,1
c_158774008295257484,aO7oVP3,positive,1
c_158774014799902924,aWxB6dK,negative,-1
c_158774015154566962,avz2PXX,positive,1
c_158774016044617769,aK74qzQ,neutral,0
c_158774016447936896,aO7oVP3,negative,-1
c_158774016787491273,avz2LgO,neutral,0
c_158774019831145342,aO7obpr,neutral,0
c_158774020274403961,aBm9rwZ,positive,1
c_158774022106997993,a8GdbLp,neutral,0
c_158774022616676874,a2WEYQY,negative,-1
c_158774023795795909,a7Wvbrz,positive,1
c_158774025069455561,ayoyg4V,positive,1
c_158774028639545431,awBNxO1,negative,-1
c_158774028966868568,aXgZX9D,positive,1
c_158774032662795195,aR76AjG,neutral,0
c_158774032720637882,aO7oVP3,positive,1
c_158774042978088346,aBm91Nz,neutral,0
c_158774046341786893,a3wvPEe,neutral,0
c_158774048726856390,aBm91Nz,neutral,0
c_158774049119606256,aBm91Nz,negative,-1
c_158774049548554531,aXgZX9D,neutral,0
c_158774052750327047,adVyYKV,neutral,0
c_158774053137071906,aBm91Nz,positive,1
c_158774055188192521,aBm9rqz,positive,1
c_158774055271864910,aBm91Nz,negative,-1
c_158774057546176816,a5WpeYy,negative,-1
c_158774058767716671,a7Wvbrz,positive,1
c_158774061846845096,aeDK09W,neutral,0
c_158774068670501412,awBNxO1,neutral,0
c_158774077191867971,aBm9rqz,positive,1
c_158774079613161083,awBNxO1,neutral,0
c_158774083151665314,aQd64zK,negative,-1
c_158774085752441763,azm7EdZ,neutral,0
c_158774086116812404,aBm91Nz,negative,-1
c_158774086445312243,a6KrLYe,positive,1
c_158774091567693664,a2WENKw,negative,-1
c_158774093820463229,adVyjPM,neutral,0
c_158774096963525690,aBm91Nz,neutral,0
c_158774101812911788,aeDK09W,negative,-1
c_158774102321835203,aP764ow,negative,-1
c_158774105904093668,aD4RGzx,negative,-1
c_158774106846304516,aR76AjG,neutral,0
c_158774108122318456,azm7EdZ,positive,1
c_158774111993918817,a7Wvbrz,neutral,0
c_158774112081725695,adVyYKV,positive,1
c_158774116834569772,aXgZX9D,positive,1
c_158774119908805355,an4eKEq,positive,1
c_158774121758646496,aXgZX9D,positive,1
c_158774125100176803,awBNxO1,positive,1
c_158774129875127714,a2WEqnZ,positive,1
c_158774132129386123,aR76AjG,negative,-1
c_158774132363708216,awBNxO1,positive,1
c_158774137486862879,awBNxO1,positive,1
c_158774137789839253,aWxB6dK,negative,-1
c_158774144805717271,a2WEmVO,negative,-1
c_158774146488634582,aD4RGzx,negative,-1
c_158774148726655591,a2WEYQY,neutral,0
c_158774149037553319,a2WEmVO,neutral,0
c_158774150989903371,aK74qzQ,neutral,0
c_158774153714081998,aNgmoDb,neutral,0
c_158774153902279456,aO7obpr,positive,1
c_158774155223861084,awBNxO1,negative,-1
c_158774156375014856,aeDK09W,neutral,0
c_158774158818263449,adVyjPM,neutral,0
c_158774165472332394,aD4RGzx,neutral,0
c_158774166683002565,aD4RGzx,negative,-1
c_158774168142289032,awBNxO1,positive,1
c_158774172845288914,aO7obpr,neutral,0
c_158774172954188899,avz2PXX,neutral,0
c_158774174016916847,aoPmjY0,neutral,0
c_158774174410232986,adVyjPM,negative,-1
c_158774177096599192,aK74qzQ,neutral,0
c_158774177127328358,a8Gd40V,neutral,0
c_158774177548464989,am5DjQj,negative,-1
c_158774177700304003,a3wvvA3,negative,-1
c_158774178897903485,aWxB6dK,neutral,0
c_158774179986992053,aD4RGzx,neutral,0
c_158774181027949082,aMxe2zX,negative,-1
c_158774183415266789,aNgmZ0v,negative,-1
c_158774183590422230,aD4RGzx,negative,-1
c_158774184275332556,aNgmZ0v,positive,1
c_158774188397659376,aP764ow,negative,-1
c_158774188398046694,avz2PXX,negative,-1
c_158774189145463437,a0NvYMX,negative,-1
c_158774190670399819,a2WEqnZ,neutral,0
c_158774192685359594,aK74qzQ,positive,1
c_158774192795381985,aXgZX9D,positive,1
c_158774193131238239,aBm9rqz,neutral,0
c_158774195206225798,aXgZX9D,positive,1
c_158774196486332193,aBm91Nz,neutral,0
c_158774204640897538,aNgmoDb,positive,1
c_158774205013808706,aR76AjG,negative,-1
c_158774205561969879,aNgmoDb,positive,1
c_158774209042748054,amvqq0y,neutral,0
c_158774210036507024,aWxB6dK,negative,-1
c_158774212090089946,a85rP0p,negative,-1
c_158774217647657918,aD4RGzx,negative,-1
c_158774217657049603,a85rrZe,negative,-1
c_158774217970171944,aBm9rqz,neutral,0
c_158774220882119654,awBNxO1,neutral,0
c_158774222906787294,a2RQQ8d,neutral,0
c_158774229273948716,aQd64zK,negative,-1
c_158774230219827668,aBm91Nz,neutral,0
c_158774234078427543,aBm9rqz,neutral,0
c_158774235740459188,aO7obpr,neutral,0
c_158774236535865179,ax9EDxK,negative,-1
c_158774237190956794,an4eKEq,neutral,0
c_158774237643805893,aR76AjG,neutral,0
c_158774244117409754,aoPmpBn,neutral,0
c_158774249036583668,ae5XXZq,positive,1
c_158774250755698905,aBm9rwZ,neutral,0
c_158774256225402295,aNgmZ0v,negative,-1
c_158774261655794406,a8Gd40V,negative,-1
c_158774262929211356,a2WEmVO,negative,-1
c_158774264312613646,aD4RGzx,neutral,0
c_158774264990323505,aoPmpBn,negative,-1
c_158774265484178011,a8GdbLp,neutral,0
c_158774265644044064,a3wvdYe,negative,-1
c_158774265826729969,a2WEmVO,negative,-1
c_158774266015679921,aP76GBq,neutral,0
c_158774266381429358,a2WEmVO,negative,-1
c_158774267091693952,aBm9rwZ,neutral,0
c_158774269098714053,aD4RGzx,negative,-1
c_158774270134166006,aD4RGzx,neutral,0
c_158774273012658256,aYyjwzV,negative,-1
c_158774273588165392,aeDK09W,negative,-1
c_158774275107912301,aBm9rwZ,negative,-1
c_158774276134425589,aD4RGzx,neutral,0
c_158774277112519463,aD4RGzx,neutral,0
c_158774277335432583,a9njMgD,neutral,0
c_158774279249734971,a8GdpLV,negative,-1
c_158774280105571660,a8GdpLV,neutral,0
c_158774281096685181,aK74qzQ,neutral,0
c_158774281696608530,awBNxO1,neutral,0
c_158774282969236544,azm7VZZ,negative,-1
c_158774283622843867,a2WEqnZ,negative,-1
c_158774285823681722,aBm9rqz,negative,-1
c_158774287040391663,aXgZX9D,neutral,0
c_158774287262483808,a2WENKw,positive,1
c_158774287310249001,aGdKwyn,negative,-1
c_158774287759545572,aD4RGzx,neutral,0
c_158774296332865919,aQd64zK,negative,-1
c_158774296541677908,awBNxO1,positive,1
c_158774298394888418,a8GdpLV,positive,1
c_158774298773779965,aP764ow,neutral,0
c_158774300421338155,aO7ovPE,positive,1
c_158774301151975700,aXgZX9D,positive,1
c_158774301767698955,aYyjwzV,positive,1
c_158774302590192578,an4eBOL,positive,1
c_158774303062332318,a8GdWoY,negative,-1
c_158774305865516765,a8GdpLV,positive,1
c_158774310579564394,aBm91Nz,positive,1
c_158774311971663076,an4eKEq,negative,-1
c_158774312105535979,aD4RGzx,negative,-1
c_158774312863596465,aj9Qr2g,negative,-1
c_158774315502565652,awBNxO1,neutral,0
c_158774319900969921,aD4RGzx,negative,-1
c_158774321061539126,a8GdbLp,positive,1
c_158774324469477879,aD4RGzx,negative,-1
c_158774324998638008,avz2PXX,neutral,0
c_158774327269636239,aBm91Nz,neutral,0
c_158774329530614692,avz2PXX,negative,-1
c_158774329543046498,a7Wvbrz,negative,-1
c_158774329668569440,aNgmZ0v,neutral,0
c_158774330938025729,aWxBBvq,positive,1
c_158774331427014807,awBNxO1,positive,1
c_158774332744067912,aP764ow,negative,-1
c_158774335180281266,a8GdbLp,neutral,0
c_158774335722147386,aK74qzQ,negative,-1
c_158774336953688064,aQd64zK,negative,-1
c_158774337312659123,avz2PXX,positive,1
c_158774338373588965,a7Wvbrz,positive,1
c_158774338936144077,awBNxO1,neutral,0
c_158774340658087544,aQd64oe,positive,1
c_158774345325204845,amvqqbX,negative,-1
c_158774348575776657,an4eKEq,negative,-1
c_158774351225773261,aD4RGzx,neutral,0
c_158774352884288021,awBNxO1,positive,1
c_158774353806887075,a8GdpLV,neutral,0
c_158774354330319042,awBNxO1,negative,-1
c_158774355581673365,aD4RGzx,negative,-1
c_158774356215416929,aO7ovPE,neutral,0
c_158774357351737273,awBNxO1,negative,-1
c_158774361733045442,aD4RGzx,positive,1
c_158774362359276537,aXgZX9D,neutral,0
c_158774365662035649,aD4RGzx,neutral,0
c_158774365683984672,an4eKEq,positive,1
c_158774368431201194,aD4RmXZ,neutral,0
c_158774373365664468,ao5BrKX,positive,1
c_158774375159644153,an4eKEq,positive,1
c_158774375613591256,aVwjz9w,neutral,0
c_158774377733098827,aQd64oe,positive,1
c_158774381926492526,aoPmjY0,neutral,0
c_158774385161323734,aoPmpBn,neutral,0
c_158774386214244384,awBNxO1,positive,1
c_158774387478569976,aroP6B5,neutral,0
c_158774388182312831,a9njMgD,positive,1
c_158774388190575622,an4eKEq,neutral,0
c_158774390273413177,a6KrLYe,negative,-1
c_158774391979996605,a2WEmVO,neutral,0
c_158774393007843391,aBm91Nz,neutral,0
c_158774395452568928,a6KrLYe,positive,1
c_158774398948584029,aQd64oe,neutral,0
c_158774403843604231,azm7EdZ,neutral,0
c_158774404357927448,aj9Qr2g,positive,1
c_158774404738669856,aD4RGzx,neutral,0
c_158774408066654623,aoPmpBn,positive,1
c_158774410495433447,aBm91Nz,neutral,0
c_158774419820657925,a2WEYQY,negative,-1
c_158774420332079691,aoPmjY0,negative,-1
c_158774423621197911,aoPmpBn,negative,-1
c_158774425868701524,aoPmpBn,negative,-1
c_158774426327678931,aoPmpBn,neutral,0
c_158774432885545071,aD4RGzx,neutral,0
c_158774434715367982,avz2PXX,negative,-1
c_158774435528344210,aO7ovPE,neutral,0
c_158774437857549848,a2WEmVO,negative,-1
c_158774438737125112,ae5XovO,neutral,0
c_158774439028539258,aQd64oe,negative,-1
c_158774439394261243,awBNxO1,positive,1
c_158774440442187630,aD4RGzx,neutral,0
c_158774442421061643,aNgmZ0v,positive,1
c_158774443585154150,aO7ovPE,positive,1
c_158774444309516443,aoPmpBn,negative,-1
c_158774444441317486,aD4RGzx,positive,1
c_158774448061464732,aoPmpBn,neutral,0
c_158774452626526641,aWxB6dK,neutral,0
c_158774463612998226,awBNxO1,positive,1
c_158774463833929304,aD4RGzx,neutral,0
c_158774464824629816,awBNxO1,neutral,0
c_158774464925993303,aQd6nZK,neutral,0
c_158774465345391507,aQd64zK,negative,-1
c_158774467472391235,aO7ovPE,neutral,0
c_158774469968134832,aoPmpBn,neutral,0
c_158774473367174473,aO7ovPE,neutral,0
c_158774480848319453,aoPmpBn,negative,-1
c_158774481787385814,avz2PXX,positive,1
c_158774482884925060,aP764ow,positive,1
c_158774483577824424,aZ799X3,neutral,0
c_158774485353889949,aoPmpBn,positive,1
c_158774493002418790,aBm91Nz,positive,1
c_158774495319578558,aoPmpBn,negative,-1
c_158774497940449151,aoPmpBn,neutral,0
c_158774498795807781,aVwjz9w,negative,-1
c_158774500237033210,awBNxO1,positive,1
c_158774502775094437,aD4RGzx,positive,1
c_158774504139752981,aoPmpBn,neutral,0
c_158774508045221819,a2WEPKe,negative,-1
c_158774508404973894,aK74qzQ,negative,-1
c_158774508907478293,a2WEPKe,positive,1
c_158774511248166677,a2WEPKe,negative,-1
c_158774512791695680,amvqqbX,positive,1
c_158774514065538725,aO7oVP3,neutral,0
c_158774515792583038,aoPmpBn,negative,-1
c_158774519105276633,aeDK09W,neutral,0
c_158774519412141952,aNgmZ0v,negative,-1
c_158774520010106104,a2WEYQY,positive,1
c_158774524223472860,aD4RGzx,negative,-1
c_158774530700474258,awBNxO1,positive,1
c_158774531144043598,a8GdbLp,neutral,0
c_158774533394873936,aoPmpBn,neutral,0
c_158774534544994434,aoPmpBn,neutral,0
c_158774534820934133,aZyqP50,negative,-1
c_158774535126357069,aj9Qr2g,positive,1
c_158774535830615575,aNgmZ0v,negative,-1
c_158774538376575990,a5WpeYy,positive,1
c_158774539345852355,a7Wvbrz,positive,1
c_158774540962175349,aMxe2zX,neutral,0
c_158774541385089062,aQd64zK,negative,-1
c_158774542210257387,aO7ovPE,neutral,0
c_158774542950604251,awBNxO1,positive,1
c_158774543087754549,aNgmZ0v,positive,1
c_158774544384987601,aBm91Nz,neutral,0
c_158774546010931941,aO7oVP3,neutral,0
c_158774546664689654,aO7ovPE,neutral,0
c_158774546938357179,a2WEmVO,positive,1
